TypeDoc	TypeJP	Depart	DateRetour	Chalut	Casier	Nasse	Pots	tremail tremail	Turlutte	qseqdebut	qseqfin	Date Jour	NPage	Esp1	Esp2	Esp3	Esp4	Esp5	Esp6	Esp7	Esp8	Esp9	Esp10	Esp11	Esp12	Esp13	Esp14	Esp15	Esp16	PREFIXE
V	V	V	V	V	V	V	V	V	V	V	V	02/12/2016	CRUST309	252.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	03/12/2016	CRUST309	1550.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	04/12/2016	CRUST309	989.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	05/12/2016	CRUST310	549.0	429.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	06/12/2016	CRUST310	448.0	537.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	07/12/2016	CRUST310	248.0	459.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	08/12/2016	CRUST310	649.0	236.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	09/12/2016	CRUST310	439.0	639.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	10/12/2016	CRUST311	464.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	11/12/2016	CRUST311	1267.0	445.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	12/12/2016	CRUST311	3076.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	13/12/2016	CRUST311	385.0	142.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	14/12/2016	CRUST311	434.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	15/12/2016	CRUST312	435.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	16/12/2016	CRUST312	810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	17/12/2016	CRUST312	858.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	18/12/2016	CRUST312	467.0	263.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/12/2016	CRUST312	346.0	152.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/12/2016	CRUST313	365.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/12/2016	CRUST313	259.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	22/12/2016	CRUST313	545.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	23/12/2016	CRUST313	629.0	375.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	24/12/2016	CRUST313	381.0	215.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	25/12/2016	CRUST314	376.0	481.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	26/12/2016	CRUST314	453.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	27/12/2016	CRUST314	370.0	416.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	27/11/2016	29/12/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST258	CRUST264	27/11/2016	CRUST258	290.0	437.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	10.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CRUST258	411.0	486.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	10.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	29/11/2016	CRUST258	426.0	521.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	10.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	30/11/2016	CRUST258	426.0	405.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	30.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	01/12/2016	CRUST258	142.0	366.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	02/12/2016	CRUST259	277.0	436.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	10.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	03/12/2016	CRUST259	302.0	418.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	04/12/2016	CRUST259	368.0	490.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	05/12/2016	CRUST259	377.0	587.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	10.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	06/12/2016	CRUST259	2470.0	343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	07/12/2016	CRUST260	1480.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	08/12/2016	CRUST260	1327.0	241.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	09/12/2016	CRUST260	376.0	331.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	10/12/2016	CRUST260	301.0	546.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	11/12/2016	CRUST260	653.0	348.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	12/12/2016	CRUST261	608.0	393.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	13/12/2016	CRUST261	407.0	647.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	14/12/2016	CRUST261	362.0	478.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	15/12/2016	CRUST261	1416.0	417.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	16/12/2016	CRUST261	327.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	17/12/2016	CRUST262	524.0	247.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	20.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	18/12/2016	CRUST262	469.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/12/2016	CRUST262	471.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/12/2016	CRUST262	590.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/12/2016	CRUST262	338.0	393.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	22/12/2016	CRUST263	371.0	232.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	23/12/2016	CRUST263	327.0	251.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	24/12/2016	CRUST263	298.0	252.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	25/12/2016	CRUST263	352.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	26/12/2016	CRUST263	585.0	406.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	27/12/2016	CRUST264	323.0	432.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	28/12/2016	CRUST264	286.0	471.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	29/12/2016	CRUST264	268.0	374.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	27/11/2016	28/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST3952	CRUST3952	27/11/2016	CRUST3952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CRUST3952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	29/11/2016	CRUST3952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	30/11/2016	CRUST3952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	01/12/2016	CRUST3952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	02/12/2016	CRUST3952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	27/11/2016	27/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST3958	CRUST3958	27/11/2016	CRUST3958	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	25/11/2016	29/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST3652	CRUST3652	25/11/2016	CRUST3652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	26/11/2016	CRUST3652	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	27/11/2016	CRUST3652	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	28/11/2016	CRUST3652	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	29/11/2016	CRUST3652	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	16/11/2016	20/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST3701	CRUST3701	16/11/2016	CRUST3701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	17/11/2016	CRUST3701	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CRUST3701	0.0	0.0	0.0	0.0	0.0	0.0	220.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CRUST3701	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CRUST3701	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	18/11/2016	22/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST3651	CRUST3651	18/11/2016	CRUST3651	0.0	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CRUST3651	0.0	0.0	0.0	0.0	0.0	0.0	180.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CRUST3651	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CRUST3651	0.0	0.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CRUST3651	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	17/11/2016	21/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST801	CRUST801	17/11/2016	CRUST801	0.0	0.0	0.0	0.0	0.0	600.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CRUST801	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CRUST801	0.0	0.0	0.0	0.0	0.0	800.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CRUST801	0.0	0.0	0.0	0.0	0.0	400.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CRUST801	0.0	0.0	0.0	0.0	0.0	720.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	18/11/2016	22/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST701	CRUST701	18/11/2016	CRUST701	0.0	0.0	0.0	0.0	0.0	300.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CRUST701	0.0	0.0	0.0	0.0	0.0	400.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CRUST701	0.0	0.0	0.0	0.0	0.0	200.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CRUST701	0.0	0.0	0.0	0.0	0.0	600.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CRUST701	0.0	0.0	0.0	0.0	0.0	600.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	20/11/2016	22/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST3751	CRUST3751	20/11/2016	CRUST3751	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CRUST3751	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CRUST3751	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	16/11/2016	22/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST651	CRUST652	16/11/2016	CRUST651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	17/11/2016	CRUST651	0.0	0.0	0.0	0.0	0.0	270.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CRUST651	0.0	0.0	0.0	0.0	0.0	180.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CRUST651	0.0	0.0	0.0	0.0	0.0	765.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CRUST651	0.0	0.0	0.0	0.0	0.0	225.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CRUST652	0.0	0.0	0.0	0.0	0.0	315.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CRUST652	0.0	0.0	0.0	0.0	0.0	585.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	15/11/2016	23/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST503	CRUST504	15/11/2016	CRUST503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	16/11/2016	CRUST503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	17/11/2016	CRUST503	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CRUST503	0.0	0.0	0.0	0.0	0.0	234.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CRUST503	0.0	0.0	0.0	0.0	0.0	382.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CRUST504	0.0	0.0	0.0	0.0	0.0	738.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CRUST504	0.0	0.0	0.0	0.0	0.0	486.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CRUST504	0.0	0.0	0.0	0.0	0.0	558.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CRUST504	0.0	0.0	0.0	0.0	0.0	486.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	17/11/2016	23/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST551	CRUST552	17/11/2016	CRUST551	0.0	0.0	0.0	0.0	0.0	360.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CRUST551	0.0	0.0	0.0	0.0	0.0	540.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CRUST551	0.0	0.0	0.0	0.0	0.0	1296.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CRUST551	0.0	0.0	0.0	0.0	0.0	640.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CRUST551	0.0	0.0	0.0	0.0	0.0	360.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	22/11/2016	CRUST552	0.0	0.0	0.0	0.0	0.0	360.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	23/11/2016	CRUST552	0.0	0.0	0.0	0.0	0.0	522.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin	Fin
MARREE	HAUTIRIERE	17/11/2016	21/11/2016	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	CRUST3951	CRUST3951	17/11/2016	CRUST3951	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	18/11/2016	CRUST3951	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	19/11/2016	CRUST3951	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	20/11/2016	CRUST3951	0.0	0.0	0.0	0.0	0.0	150.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
V	V	V	V	V	V	V	V	V	V	V	V	21/11/2016	CRUST3951	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0	0		0	0	CRUST
